RunId,point_sensing_radius,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
47,25.0,25.0,11,0.3956666666666666,600.0,10.0,0.3333333333333333,0.01,0.0,107.0,0,0,
48,10.0,10.0,12,0.4930555555555555,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,328.0,0,0,
49,25.0,10.0,12,0.5768333333333333,600.0,16.0,0.5333333333333333,0.011666666666666667,0.0,,0,0,
50,10.0,25.0,12,0.43177777777777776,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,243.0,0,0,
51,25.0,25.0,12,0.4417222222222222,600.0,10.0,0.3333333333333333,0.02,0.0,165.0,0,0,
52,10.0,10.0,13,0.47783333333333333,600.0,10.0,0.3333333333333333,0.0,0.0,192.0,0,0,
53,25.0,10.0,13,0.5174444444444444,600.0,13.0,0.4333333333333333,0.0,0.0,,0,0,
54,10.0,25.0,13,0.44944444444444437,600.0,10.0,0.3333333333333333,0.0,0.0,168.0,0,0,
55,25.0,25.0,13,0.4398333333333333,600.0,10.0,0.3333333333333333,0.0,0.0,149.0,0,0,
56,10.0,10.0,14,0.4765,600.0,10.0,0.3333333333333333,0.0,0.0,237.0,0,0,
57,25.0,10.0,14,0.5486111111111112,600.0,14.0,0.4666666666666667,0.0,0.0,,0,0,
58,10.0,25.0,14,0.49933333333333335,600.0,12.0,0.4,0.006666666666666667,0.0,243.0,0,0,
59,25.0,25.0,14,0.43427777777777776,600.0,10.0,0.3333333333333333,0.0,0.0,110.0,0,0,
60,10.0,10.0,15,0.4562777777777777,600.0,10.0,0.3333333333333333,0.008333333333333333,0.0,164.0,0,0,
61,25.0,10.0,15,0.5539444444444445,600.0,15.0,0.5,0.006666666666666667,0.0,,0,0,
62,10.0,25.0,15,0.4649444444444444,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,245.0,0,0,
63,25.0,25.0,15,0.43316666666666664,600.0,10.0,0.3333333333333333,0.006666666666666667,0.0,209.0,0,0,
64,10.0,10.0,16,0.42333333333333334,600.0,10.0,0.3333333333333333,0.0,0.0,139.0,0,0,
65,25.0,10.0,16,0.5841666666666666,600.0,17.0,0.5666666666666667,0.005,0.0,,0,0,
66,10.0,25.0,16,0.43127777777777776,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,211.0,0,0,
67,25.0,25.0,16,0.42338888888888887,600.0,10.0,0.3333333333333333,0.005,0.0,193.0,0,0,
68,10.0,10.0,17,0.46027777777777773,600.0,10.0,0.3333333333333333,0.0,0.0,213.0,0,0,
69,25.0,10.0,17,0.5467222222222222,600.0,15.0,0.5,0.005,0.0,,0,0,
70,10.0,25.0,17,0.46377777777777773,600.0,10.0,0.3333333333333333,0.0,0.0,195.0,0,0,
71,25.0,25.0,17,0.4576666666666666,600.0,10.0,0.3333333333333333,0.005,0.0,229.0,0,0,
72,10.0,10.0,18,0.47311111111111115,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,290.0,0,0,
73,25.0,10.0,18,0.5427777777777778,600.0,15.0,0.5,0.0,0.0,,0,0,
74,10.0,25.0,18,0.4800555555555555,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,455.0,0,0,
75,25.0,25.0,18,0.4642777777777778,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,282.0,0,0,
76,10.0,10.0,19,0.45844444444444443,600.0,10.0,0.3333333333333333,0.0,0.0,220.0,0,0,
77,25.0,10.0,19,0.4461111111111111,600.0,12.0,0.4,0.0016666666666666668,0.0,75.0,0,0,
78,10.0,25.0,19,0.4420555555555556,600.0,10.0,0.3333333333333333,0.0,0.0,73.0,0,0,
79,25.0,25.0,19,0.4154444444444444,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,81.0,0,0,
80,10.0,10.0,20,0.49927777777777776,600.0,11.0,0.3666666666666666,0.0033333333333333335,0.0,383.0,0,0,
81,25.0,10.0,20,0.5646666666666667,600.0,16.0,0.5333333333333333,0.023333333333333334,0.0,,0,0,
82,10.0,25.0,20,0.44655555555555554,600.0,10.0,0.3333333333333333,0.005,0.0,211.0,0,0,
83,25.0,25.0,20,0.42138888888888887,600.0,10.0,0.3333333333333333,0.02,0.0,160.0,0,0,
84,10.0,10.0,21,0.5249444444444444,600.0,11.0,0.3666666666666666,0.0,0.0,293.0,0,0,
85,25.0,10.0,21,0.6525,600.0,18.0,0.6,0.018333333333333333,0.0,,0,0,
86,10.0,25.0,21,0.5097777777777777,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,343.0,0,0,
87,25.0,25.0,21,0.4903888888888888,600.0,10.0,0.3333333333333333,0.016666666666666666,0.0,225.0,0,0,
88,10.0,10.0,22,0.44355555555555554,600.0,11.0,0.3666666666666666,0.0,0.0,271.0,0,0,
89,25.0,10.0,22,0.4001666666666666,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,55.0,0,0,
90,10.0,25.0,22,0.44149999999999995,600.0,9.0,0.3,0.0016666666666666668,0.0,292.0,0,0,
91,25.0,25.0,22,0.3592222222222222,600.0,9.0,0.3,0.0016666666666666668,0.0,59.0,0,0,
92,10.0,10.0,23,0.4301111111111111,600.0,10.0,0.3333333333333333,0.0,0.0,134.0,0,0,
93,25.0,10.0,23,0.42099999999999993,600.0,11.0,0.3666666666666666,0.0,0.0,90.0,0,0,
94,10.0,25.0,23,0.35288888888888886,600.0,8.0,0.2666666666666666,0.005,0.0,88.0,0,0,
95,25.0,25.0,23,0.4126666666666667,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,112.0,0,0,
96,10.0,10.0,24,0.41877777777777775,600.0,8.0,0.2666666666666666,0.0,0.0,196.0,0,0,
97,25.0,10.0,24,0.5802222222222222,600.0,15.0,0.5,0.0016666666666666668,0.0,,0,0,
98,10.0,25.0,24,0.4057222222222222,600.0,8.0,0.2666666666666666,0.0,0.0,143.0,0,0,
99,25.0,25.0,24,0.3321111111111111,600.0,6.0,0.2,0.0016666666666666668,0.0,98.0,0,0,
100,10.0,10.0,25,0.5591111111111111,600.0,11.0,0.3666666666666666,0.0,0.0,537.0,0,0,
101,25.0,10.0,25,0.5551111111111111,600.0,15.0,0.5,0.0,0.0,,0,0,
102,10.0,25.0,25,0.44372222222222213,600.0,11.0,0.3666666666666666,0.0033333333333333335,0.0,192.0,0,0,
103,25.0,25.0,25,0.45183333333333336,600.0,10.0,0.3333333333333333,0.0,0.0,134.0,0,0,
104,10.0,10.0,26,0.5367777777777778,600.0,11.0,0.3666666666666666,0.0,0.0,365.0,0,0,
105,25.0,10.0,26,0.6709999999999999,600.0,19.0,0.6333333333333333,0.0016666666666666668,0.0,,0,0,
106,10.0,25.0,26,0.44461111111111107,600.0,10.0,0.3333333333333333,0.006666666666666667,0.0,216.0,0,0,
107,25.0,25.0,26,0.3944999999999999,600.0,8.0,0.2666666666666666,0.0016666666666666668,0.0,165.0,0,0,
108,10.0,10.0,27,0.43383333333333324,600.0,10.0,0.3333333333333333,0.0,0.0,200.0,0,0,
109,25.0,10.0,27,0.4297222222222223,600.0,12.0,0.4,0.0016666666666666668,0.0,46.0,0,0,
110,10.0,25.0,27,0.4062777777777778,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,57.0,0,0,
111,25.0,25.0,27,0.3853333333333333,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,52.0,0,0,
112,10.0,10.0,28,0.44155555555555553,600.0,9.0,0.3,0.0,0.0,174.0,0,0,
113,25.0,10.0,28,0.6276666666666666,600.0,18.0,0.6,0.0033333333333333335,0.0,,0,0,
114,10.0,25.0,28,0.3645555555555555,600.0,7.0,0.2333333333333333,0.0,0.0,167.0,0,0,
115,25.0,25.0,28,0.4905555555555555,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,296.0,0,0,
116,10.0,10.0,29,0.5655555555555555,600.0,11.0,0.3666666666666666,0.0,0.0,556.0,0,0,
117,25.0,10.0,29,0.5677222222222222,600.0,16.0,0.5333333333333333,0.0016666666666666668,0.0,,0,0,
118,10.0,25.0,29,0.4156111111111111,600.0,10.0,0.3333333333333333,0.0,0.0,150.0,0,0,
119,25.0,25.0,29,0.4525,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,273.0,0,0,
120,10.0,10.0,30,0.4688333333333334,600.0,10.0,0.3333333333333333,0.0,0.0,317.0,0,0,
121,25.0,10.0,30,0.38955555555555554,600.0,10.0,0.3333333333333333,0.0,0.0,99.0,0,0,
122,10.0,25.0,30,0.3957222222222222,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,92.0,0,0,
123,25.0,25.0,30,0.38733333333333336,600.0,10.0,0.3333333333333333,0.0,0.0,97.0,0,0,
124,10.0,10.0,31,0.5476111111111112,600.0,11.0,0.3666666666666666,0.0,0.0,322.0,0,0,
125,25.0,10.0,31,0.6296666666666667,600.0,17.0,0.5666666666666667,0.0016666666666666668,0.0,,0,0,
126,10.0,25.0,31,0.5155000000000001,600.0,10.0,0.3333333333333333,0.005,0.0,380.0,0,0,
127,25.0,25.0,31,0.48188888888888887,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,247.0,0,0,
128,10.0,10.0,32,0.48361111111111105,600.0,11.0,0.3666666666666666,0.0,0.0,269.0,0,0,
129,25.0,10.0,32,0.5492222222222223,600.0,15.0,0.5,0.0016666666666666668,0.0,,0,0,
130,10.0,25.0,32,0.4725,600.0,12.0,0.4,0.0,0.0,271.0,0,0,
131,25.0,25.0,32,0.468,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,368.0,0,0,
132,10.0,10.0,33,0.47783333333333333,600.0,10.0,0.3333333333333333,0.0,0.0,258.0,0,0,
133,25.0,10.0,33,0.4976111111111111,600.0,12.0,0.4,0.0,0.0,387.0,0,0,
134,10.0,25.0,33,0.5094444444444445,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,487.0,0,0,
135,25.0,25.0,33,0.4483333333333333,600.0,10.0,0.3333333333333333,0.0,0.0,203.0,0,0,
136,10.0,10.0,34,0.5047222222222222,600.0,10.0,0.3333333333333333,0.0,0.0,260.0,0,0,
137,25.0,10.0,34,0.4896111111111111,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,239.0,0,0,
138,10.0,25.0,34,0.5061111111111111,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,266.0,0,0,
139,25.0,25.0,34,0.46138888888888885,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,221.0,0,0,
140,10.0,10.0,35,0.46138888888888885,600.0,11.0,0.3666666666666666,0.0,0.0,241.0,0,0,
141,25.0,10.0,35,0.5086666666666666,600.0,14.0,0.4666666666666667,0.008333333333333333,0.0,,0,0,
142,10.0,25.0,35,0.4518888888888889,600.0,10.0,0.3333333333333333,0.0,0.0,208.0,0,0,
143,25.0,25.0,35,0.4551111111111111,600.0,12.0,0.4,0.008333333333333333,0.0,182.0,0,0,
144,10.0,10.0,36,0.465,600.0,10.0,0.3333333333333333,0.0,0.0,245.0,0,0,
145,25.0,10.0,36,0.5700555555555555,600.0,16.0,0.5333333333333333,0.018333333333333333,0.0,,0,0,
146,10.0,25.0,36,0.4106111111111111,600.0,10.0,0.3333333333333333,0.0,0.0,109.0,0,0,
147,25.0,25.0,36,0.41855555555555557,600.0,10.0,0.3333333333333333,0.018333333333333333,0.0,211.0,0,0,
148,10.0,10.0,37,0.4445555555555556,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,212.0,0,0,
149,25.0,10.0,37,0.5238333333333334,600.0,15.0,0.5,0.008333333333333333,0.0,,0,0,
150,10.0,25.0,37,0.4397222222222222,600.0,10.0,0.3333333333333333,0.005,0.0,203.0,0,0,
151,25.0,25.0,37,0.4028333333333333,600.0,10.0,0.3333333333333333,0.01,0.0,161.0,0,0,
152,10.0,10.0,38,0.49149999999999994,600.0,11.0,0.3666666666666666,0.0,0.0,222.0,0,0,
153,25.0,10.0,38,0.5515,600.0,14.0,0.4666666666666667,0.0,0.0,,0,0,
154,10.0,25.0,38,0.4543888888888889,600.0,10.0,0.3333333333333333,0.0,0.0,140.0,0,0,
155,25.0,25.0,38,0.48316666666666674,600.0,12.0,0.4,0.0016666666666666668,0.0,135.0,0,0,
156,10.0,10.0,39,0.43288888888888893,600.0,7.0,0.2333333333333333,0.0,0.0,198.0,0,0,
157,25.0,10.0,39,0.5058333333333334,600.0,14.0,0.4666666666666667,0.0016666666666666668,0.0,,0,0,
158,10.0,25.0,39,0.3445555555555555,600.0,8.0,0.2666666666666666,0.0016666666666666668,0.0,85.0,0,0,
159,25.0,25.0,39,0.3182222222222222,600.0,7.0,0.2333333333333333,0.0033333333333333335,0.0,87.0,0,0,
160,10.0,10.0,40,0.45305555555555554,600.0,10.0,0.3333333333333333,0.0,0.0,156.0,0,0,
161,25.0,10.0,40,0.6022222222222222,600.0,16.0,0.5333333333333333,0.005,0.0,,0,0,
162,10.0,25.0,40,0.5732222222222222,600.0,12.0,0.4,0.0,0.0,584.0,0,0,
163,25.0,25.0,40,0.47872222222222227,600.0,9.0,0.3,0.008333333333333333,0.0,251.0,0,0,
164,10.0,10.0,41,0.5312777777777777,600.0,11.0,0.3666666666666666,0.0,0.0,322.0,0,0,
165,25.0,10.0,41,0.572388888888889,600.0,15.0,0.5,0.0016666666666666668,0.0,,0,0,
166,10.0,25.0,41,0.4497777777777778,600.0,10.0,0.3333333333333333,0.006666666666666667,0.0,179.0,0,0,
167,25.0,25.0,41,0.4177222222222222,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,140.0,0,0,
168,10.0,10.0,42,0.4593888888888889,600.0,10.0,0.3333333333333333,0.0,0.0,225.0,0,0,
169,25.0,10.0,42,0.4906111111111111,600.0,13.0,0.4333333333333333,0.0016666666666666668,0.0,,0,0,
170,10.0,25.0,42,0.4459444444444444,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,160.0,0,0,
171,25.0,25.0,42,0.4136111111111111,600.0,10.0,0.3333333333333333,0.0,0.0,110.0,0,0,
172,10.0,10.0,43,0.4366666666666666,600.0,10.0,0.3333333333333333,0.0,0.0,128.0,0,0,
173,25.0,10.0,43,0.5077222222222222,600.0,14.0,0.4666666666666667,0.0016666666666666668,0.0,,0,0,
174,10.0,25.0,43,0.46655555555555556,600.0,11.0,0.3666666666666666,0.0,0.0,293.0,0,0,
175,25.0,25.0,43,0.4221111111111111,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,143.0,0,0,
176,10.0,10.0,44,0.4186111111111111,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,267.0,0,0,
177,25.0,10.0,44,0.4298333333333334,600.0,12.0,0.4,0.028333333333333332,0.0,51.0,0,0,
178,10.0,25.0,44,0.34027777777777773,600.0,6.0,0.2,0.008333333333333333,0.0,70.0,0,0,
179,25.0,25.0,44,0.34049999999999997,600.0,7.0,0.2333333333333333,0.013333333333333334,0.0,44.0,0,0,
180,10.0,10.0,45,0.5503333333333333,600.0,11.0,0.3666666666666666,0.0,0.0,287.0,0,0,
181,25.0,10.0,45,0.5925555555555555,600.0,16.0,0.5333333333333333,0.0,0.0,,0,0,
182,10.0,25.0,45,0.5218333333333333,600.0,11.0,0.3666666666666666,0.0,0.0,424.0,0,0,
183,25.0,25.0,45,0.45338888888888884,600.0,10.0,0.3333333333333333,0.0,0.0,199.0,0,0,
184,10.0,10.0,46,0.43661111111111106,600.0,8.0,0.2666666666666666,0.0,0.0,193.0,0,0,
185,25.0,10.0,46,0.43077777777777776,600.0,9.0,0.3,0.0,0.0,182.0,0,0,
186,10.0,25.0,46,0.3605,600.0,5.0,0.1666666666666666,0.0033333333333333335,0.0,188.0,0,0,
187,25.0,25.0,46,0.27416666666666667,600.0,3.0,0.1,0.0033333333333333335,0.0,120.0,0,0,
188,10.0,10.0,47,0.4715,600.0,11.0,0.3666666666666666,0.0,0.0,221.0,0,0,
189,25.0,10.0,47,0.5748333333333333,600.0,16.0,0.5333333333333333,0.028333333333333332,0.0,,0,0,
190,10.0,25.0,47,0.41999999999999993,600.0,10.0,0.3333333333333333,0.005,0.0,115.0,0,0,
191,25.0,25.0,47,0.4136666666666666,600.0,8.0,0.2666666666666666,0.03,0.0,198.0,0,0,
192,10.0,10.0,48,0.5389444444444444,600.0,10.0,0.3333333333333333,0.0,0.0,361.0,0,0,
193,25.0,10.0,48,0.65,600.0,18.0,0.6,0.0,0.0,,0,0,
194,10.0,25.0,48,0.5105,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,480.0,0,0,
195,25.0,25.0,48,0.4306111111111111,600.0,10.0,0.3333333333333333,0.0,0.0,115.0,0,0,
196,10.0,10.0,49,0.38899999999999996,600.0,5.0,0.1666666666666666,0.005,0.0,177.0,0,0,
197,25.0,10.0,49,0.3605555555555555,600.0,8.0,0.2666666666666666,0.0,0.0,100.0,0,0,
198,10.0,25.0,49,0.3640555555555555,600.0,7.0,0.2333333333333333,0.0016666666666666668,0.0,83.0,0,0,
199,25.0,25.0,49,0.2850555555555555,600.0,5.0,0.1666666666666666,0.005,0.0,95.0,0,0,
200,10.0,10.0,50,0.42433333333333334,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,175.0,0,0,
201,25.0,10.0,50,0.5014444444444445,600.0,14.0,0.4666666666666667,0.006666666666666667,0.0,,0,0,
202,10.0,25.0,50,0.4428888888888889,600.0,10.0,0.3333333333333333,0.005,0.0,213.0,0,0,
203,25.0,25.0,50,0.40605555555555556,600.0,10.0,0.3333333333333333,0.006666666666666667,0.0,158.0,0,0,
204,10.0,10.0,51,0.4860555555555555,600.0,10.0,0.3333333333333333,0.0,0.0,297.0,0,0,
205,25.0,10.0,51,0.5541666666666667,600.0,15.0,0.5,0.0,0.0,,0,0,
206,10.0,25.0,51,0.4375,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,136.0,0,0,
207,25.0,25.0,51,0.49344444444444446,600.0,10.0,0.3333333333333333,0.0,0.0,401.0,0,0,
208,10.0,10.0,52,0.46794444444444444,600.0,10.0,0.3333333333333333,0.0,0.0,283.0,0,0,
209,25.0,10.0,52,0.4026111111111111,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,89.0,0,0,
210,10.0,25.0,52,0.4097222222222222,600.0,10.0,0.3333333333333333,0.0,0.0,102.0,0,0,
211,25.0,25.0,52,0.29255555555555557,600.0,5.0,0.1666666666666666,0.015,0.0,80.0,0,0,
212,10.0,10.0,53,0.4603333333333333,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,274.0,0,0,
213,25.0,10.0,53,0.4276111111111111,600.0,11.0,0.3666666666666666,0.02,0.0,204.0,0,0,
214,10.0,25.0,53,0.37955555555555553,600.0,9.0,0.3,0.005,0.0,131.0,0,0,
215,25.0,25.0,53,0.28572222222222216,600.0,5.0,0.1666666666666666,0.02,0.0,100.0,0,0,
216,10.0,10.0,54,0.4164444444444444,600.0,10.0,0.3333333333333333,0.0,0.0,205.0,0,0,
217,25.0,10.0,54,0.3710555555555555,600.0,9.0,0.3,0.0,0.0,106.0,0,0,
218,10.0,25.0,54,0.4925555555555555,600.0,11.0,0.3666666666666666,0.005,0.0,249.0,0,0,
219,25.0,25.0,54,0.40149999999999997,600.0,10.0,0.3333333333333333,0.0,0.0,118.0,0,0,
220,10.0,10.0,55,0.5010555555555556,600.0,12.0,0.4,0.0,0.0,391.0,0,0,
221,25.0,10.0,55,0.5069444444444445,600.0,14.0,0.4666666666666667,0.005,0.0,,0,0,
222,10.0,25.0,55,0.4451666666666666,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,244.0,0,0,
223,25.0,25.0,55,0.4122777777777778,600.0,10.0,0.3333333333333333,0.005,0.0,93.0,0,0,
224,10.0,10.0,56,0.5926111111111111,600.0,12.0,0.4,0.0,0.0,492.0,0,0,
225,25.0,10.0,56,0.3502777777777777,600.0,5.0,0.1666666666666666,0.005,0.0,159.0,0,0,
226,10.0,25.0,56,0.46422222222222215,600.0,9.0,0.3,0.0,0.0,256.0,0,0,
227,25.0,25.0,56,0.33138888888888884,600.0,5.0,0.1666666666666666,0.0016666666666666668,0.0,120.0,0,0,
228,10.0,10.0,57,0.4225555555555556,600.0,10.0,0.3333333333333333,0.0,0.0,146.0,0,0,
229,25.0,10.0,57,0.5433888888888889,600.0,15.0,0.5,0.005,0.0,,0,0,
230,10.0,25.0,57,0.4221111111111111,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,122.0,0,0,
231,25.0,25.0,57,0.48122222222222216,600.0,11.0,0.3666666666666666,0.01,0.0,311.0,0,0,
232,10.0,10.0,58,0.4527777777777777,600.0,10.0,0.3333333333333333,0.0,0.0,221.0,0,0,
233,25.0,10.0,58,0.4445555555555556,600.0,12.0,0.4,0.01,0.0,66.0,0,0,
234,10.0,25.0,58,0.4042222222222222,600.0,7.0,0.2333333333333333,0.01,0.0,132.0,0,0,
235,25.0,25.0,58,0.2876666666666667,600.0,6.0,0.2,0.008333333333333333,0.0,67.0,0,0,
236,10.0,10.0,59,0.3917222222222222,600.0,10.0,0.3333333333333333,0.0,0.0,59.0,0,0,
237,25.0,10.0,59,0.3931666666666666,600.0,11.0,0.3666666666666666,0.0016666666666666668,0.0,35.0,0,0,
238,10.0,25.0,59,0.3697222222222222,600.0,10.0,0.3333333333333333,0.0033333333333333335,0.0,46.0,0,0,
239,25.0,25.0,59,0.3633888888888889,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,35.0,0,0,
240,10.0,10.0,60,0.43855555555555553,600.0,10.0,0.3333333333333333,0.0,0.0,161.0,0,0,
241,25.0,10.0,60,0.48349999999999993,600.0,13.0,0.4333333333333333,0.0033333333333333335,0.0,,0,0,
242,10.0,25.0,60,0.41755555555555557,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,131.0,0,0,
243,25.0,25.0,60,0.4125555555555555,600.0,10.0,0.3333333333333333,0.0016666666666666668,0.0,80.0,0,0,
244,10.0,10.0,61,0.5589444444444445,600.0,11.0,0.3666666666666666,0.0,0.0,477.0,0,0,
